"NFGOV_GOVTYPE","Government type","NFGOV_ITEM","Item","NFGOV_UNIT","Unit","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"S1311","Federal government","INT_R","Received interests","E","Millions of euro","A","Annual","2016","2016",441.7,,
"S1311","Federal government","INT_R","Received interests","E","Millions of euro","A","Annual","2017","2017",402.2,,
"S1311","Federal government","INT_R","Received interests","E","Millions of euro","A","Annual","2018","2018",411.4,,
"S1311","Federal government","OPI","Other property income","E","Millions of euro","A","Annual","2014","2014",1572.2,,
"S1311","Federal government","OPI","Other property income","E","Millions of euro","A","Annual","2015","2015",1040.8,,
"S1311","Federal government","OPI","Other property income","E","Millions of euro","A","Annual","2016","2016",1269.7,,
"S1311","Federal government","OPI","Other property income","E","Millions of euro","A","Annual","2017","2017",1435.3,,
"S1311","Federal government","OPI","Other property income","E","Millions of euro","A","Annual","2018","2018",1574.9,,
"S1311","Federal government","CUO","Current transfers from other sectors and received subsidies","E","Millions of euro","A","Annual","2014","2014",1537.1,,
"S1311","Federal government","CUO","Current transfers from other sectors and received subsidies","E","Millions of euro","A","Annual","2015","2015",1245.2,,
"S1311","Federal government","CUO","Current transfers from other sectors and received subsidies","E","Millions of euro","A","Annual","2016","2016",1050.9,,
"S1311","Federal government","CUO","Current transfers from other sectors and received subsidies","E","Millions of euro","A","Annual","2017","2017",1119.6,,
"S1311","Federal government","CUO","Current transfers from other sectors and received subsidies","E","Millions of euro","A","Annual","2018","2018",1196.9,,
"S1311","Federal government","CSG","Current sales of produced goods and services","E","Millions of euro","A","Annual","2014","2014",1992.2,,
"S1311","Federal government","CSG","Current sales of produced goods and services","E","Millions of euro","A","Annual","2015","2015",2041.5,,
"S1311","Federal government","CSG","Current sales of produced goods and services","E","Millions of euro","A","Annual","2016","2016",2205.6,,
"S1311","Federal government","CSG","Current sales of produced goods and services","E","Millions of euro","A","Annual","2017","2017",2173.9,,
"S1311","Federal government","CSG","Current sales of produced goods and services","E","Millions of euro","A","Annual","2018","2018",2229.2,,
"S1311","Federal government","CAO","Capital transfers from other sectors","E","Millions of euro","A","Annual","2014","2014",60.6,,
"S1311","Federal government","CAO","Capital transfers from other sectors","E","Millions of euro","A","Annual","2015","2015",37.2,,
"S1311","Federal government","CAO","Capital transfers from other sectors","E","Millions of euro","A","Annual","2016","2016",445.2,,
"S1311","Federal government","CAO","Capital transfers from other sectors","E","Millions of euro","A","Annual","2017","2017",277.5,,
"S1311","Federal government","CAO","Capital transfers from other sectors","E","Millions of euro","A","Annual","2018","2018",61.1,,
"S1311","Federal government","1FT_F","Current transfers of fiscal receipts coming from other government","E","Millions of euro","A","Annual","2014","2014",0,,
"S1311","Federal government","1FT_F","Current transfers of fiscal receipts coming from other government","E","Millions of euro","A","Annual","2015","2015",0,,
"S1311","Federal government","1FT_F","Current transfers of fiscal receipts coming from other government","E","Millions of euro","A","Annual","2016","2016",0,,
"S1311","Federal government","1FT_F","Current transfers of fiscal receipts coming from other government","E","Millions of euro","A","Annual","2017","2017",0,,
"S1311","Federal government","1FT_F","Current transfers of fiscal receipts coming from other government","E","Millions of euro","A","Annual","2018","2018",0,,
"S1311","Federal government","1CT_F","Other current and capital transfers coming from other government","E","Millions of euro","A","Annual","2014","2014",203,,
"S1311","Federal government","1CT_F","Other current and capital transfers coming from other government","E","Millions of euro","A","Annual","2015","2015",268.2,,
"S1311","Federal government","1CT_F","Other current and capital transfers coming from other government","E","Millions of euro","A","Annual","2016","2016",2614.7,,
"S1311","Federal government","1CT_F","Other current and capital transfers coming from other government","E","Millions of euro","A","Annual","2017","2017",2734.9,,
"S1311","Federal government","1CT_F","Other current and capital transfers coming from other government","E","Millions of euro","A","Annual","2018","2018",4552.6,,
"S1311","Federal government","CUT_F","Other current transfers coming from other government","E","Millions of euro","A","Annual","2014","2014",203,,
"S1311","Federal government","CUT_F","Other current transfers coming from other government","E","Millions of euro","A","Annual","2015","2015",268.2,,
"S1311","Federal government","CUT_F","Other current transfers coming from other government","E","Millions of euro","A","Annual","2016","2016",2614.7,,
"S1311","Federal government","CUT_F","Other current transfers coming from other government","E","Millions of euro","A","Annual","2017","2017",2734.9,,
"S1311","Federal government","CUT_F","Other current transfers coming from other government","E","Millions of euro","A","Annual","2018","2018",2926.1,,
"S1311","Federal government","CAT_F","Capital transfers coming from other government","E","Millions of euro","A","Annual","2014","2014",0,,
"S1311","Federal government","CAT_F","Capital transfers coming from other government","E","Millions of euro","A","Annual","2015","2015",0,,
"S1311","Federal government","CAT_F","Capital transfers coming from other government","E","Millions of euro","A","Annual","2016","2016",0,,
"S1311","Federal government","CAT_F","Capital transfers coming from other government","E","Millions of euro","A","Annual","2017","2017",0,,
"S1311","Federal government","CAT_F","Capital transfers coming from other government","E","Millions of euro","A","Annual","2018","2018",1626.5,,
"S1311","Federal government","TOE","Expenditure","E","Millions of euro","A","Annual","2014","2014",122997.3,,
"S1311","Federal government","TOE","Expenditure","E","Millions of euro","A","Annual","2015","2015",113343.3,,
"S1311","Federal government","TOE","Expenditure","E","Millions of euro","A","Annual","2016","2016",116320.6,,
"S1311","Federal government","TOE","Expenditure","E","Millions of euro","A","Annual","2017","2017",117102,,
"S1311","Federal government","TOE","Expenditure","E","Millions of euro","A","Annual","2018","2018",120070.4,,
"S1311","Federal government","1CE","Current expenditure excluding interest charges","E","Millions of euro","A","Annual","2014","2014",106749.6,,
"S1311","Federal government","1CE","Current expenditure excluding interest charges","E","Millions of euro","A","Annual","2015","2015",99211.1,,
"S1311","Federal government","1CE","Current expenditure excluding interest charges","E","Millions of euro","A","Annual","2016","2016",102316.8,,
"S1311","Federal government","1CE","Current expenditure excluding interest charges","E","Millions of euro","A","Annual","2017","2017",104430.8,,
"S1311","Federal government","1CE","Current expenditure excluding interest charges","E","Millions of euro","A","Annual","2018","2018",108185.6,,
"S1311","Federal government","COE","Compensation of employees","E","Millions of euro","A","Annual","2014","2014",9457.3,,
"S1311","Federal government","COE","Compensation of employees","E","Millions of euro","A","Annual","2015","2015",9164.9,,
"S1311","Federal government","COE","Compensation of employees","E","Millions of euro","A","Annual","2016","2016",9305.2,,
"S1311","Federal government","COE","Compensation of employees","E","Millions of euro","A","Annual","2017","2017",9438.2,,
"S1311","Federal government","COE","Compensation of employees","E","Millions of euro","A","Annual","2018","2018",9527.4,,
"S1311","Federal government","1IC","Intermediate consumption and paid taxes","E","Millions of euro","A","Annual","2014","2014",3147.7,,
"S1311","Federal government","1IC","Intermediate consumption and paid taxes","E","Millions of euro","A","Annual","2015","2015",3109.9,,
"S1311","Federal government","1IC","Intermediate consumption and paid taxes","E","Millions of euro","A","Annual","2016","2016",3138.7,,
"S1311","Federal government","1IC","Intermediate consumption and paid taxes","E","Millions of euro","A","Annual","2017","2017",2987.8,,
"S1311","Federal government","1IC","Intermediate consumption and paid taxes","E","Millions of euro","A","Annual","2018","2018",3229.7,,
"S1311","Federal government","1SB","Social benefits","E","Millions of euro","A","Annual","2014","2014",9587.3,,
"S1311","Federal government","1SB","Social benefits","E","Millions of euro","A","Annual","2015","2015",9117,,
"S1311","Federal government","1SB","Social benefits","E","Millions of euro","A","Annual","2016","2016",5447.9,,
"S1311","Federal government","1SB","Social benefits","E","Millions of euro","A","Annual","2017","2017",5663.4,,
"S1311","Federal government","1SB","Social benefits","E","Millions of euro","A","Annual","2018","2018",5924.3,,
"S1311","Federal government","1SBM","Social benefits in cash","E","Millions of euro","A","Annual","2014","2014",9269.1,,
"S1311","Federal government","1SBM","Social benefits in cash","E","Millions of euro","A","Annual","2015","2015",8764.7,,
"S1311","Federal government","1SBM","Social benefits in cash","E","Millions of euro","A","Annual","2016","2016",5013.9,,
"S1311","Federal government","1SBM","Social benefits in cash","E","Millions of euro","A","Annual","2017","2017",5249.6,,
"S1311","Federal government","1SBM","Social benefits in cash","E","Millions of euro","A","Annual","2018","2018",5497.8,,
"S1311","Federal government","1SBN","Social benefits in kind provided by market producers","E","Millions of euro","A","Annual","2014","2014",318.2,,
"S1311","Federal government","1SBN","Social benefits in kind provided by market producers","E","Millions of euro","A","Annual","2015","2015",352.3,,
"S1311","Federal government","1SBN","Social benefits in kind provided by market producers","E","Millions of euro","A","Annual","2016","2016",434,,
"S1311","Federal government","1SBN","Social benefits in kind provided by market producers","E","Millions of euro","A","Annual","2017","2017",413.8,,
"S1311","Federal government","1SBN","Social benefits in kind provided by market producers","E","Millions of euro","A","Annual","2018","2018",426.5,,
"S1311","Federal government","CTE","Subsidies","E","Millions of euro","A","Annual","2014","2014",4890.3,,
"S1311","Federal government","CTE","Subsidies","E","Millions of euro","A","Annual","2015","2015",4962.9,,
